road_id,section_id,lane_id,s,lane_type,is_junction,x,y,z,yaw,width,left_x,left_y,right_x,right_y,left_marking,left_color,right_marking,right_color
933,0,1,3.0,Driving,True,-48.582,79.645,0.0,89.839,3.5,-46.832,79.64,-50.332,79.65,SolidSolid,Yellow,Broken,White
933,0,2,3.0,Driving,True,-52.082,79.655,0.0,89.839,3.5,-50.332,79.65,-53.832,79.66,Broken,White,Solid,White
933,0,1,4.0,Driving,True,-48.585,78.645,0.0,89.839,3.5,-46.835,78.64,-50.335,78.65,SolidSolid,Yellow,Broken,White
933,0,2,4.0,Driving,True,-52.085,78.655,0.0,89.839,3.5,-50.335,78.65,-53.835,78.66,Broken,White,Solid,White
933,0,1,5.0,Driving,True,-48.588,77.645,0.0,89.839,3.5,-46.838,77.64,-50.338,77.65,SolidSolid,Yellow,Broken,White
933,0,2,5.0,Driving,True,-52.088,77.655,0.0,89.839,3.5,-50.338,77.65,-53.838,77.66,Broken,White,Solid,White
933,0,1,6.0,Driving,True,-48.591,76.645,0.0,89.839,3.5,-46.841,76.64,-50.341,76.65,SolidSolid,Yellow,Broken,White
933,0,2,6.0,Driving,True,-52.091,76.655,0.0,89.839,3.5,-50.341,76.65,-53.841,76.66,Broken,White,Solid,White
933,0,1,7.0,Driving,True,-48.594,75.645,0.0,89.839,3.5,-46.844,75.64,-50.344,75.65,SolidSolid,Yellow,Broken,White
933,0,2,7.0,Driving,True,-52.094,75.655,0.0,89.839,3.5,-50.344,75.65,-53.844,75.66,Broken,White,Solid,White
933,0,1,8.0,Driving,True,-48.596,74.645,0.0,89.839,3.5,-46.846,74.64,-50.346,74.65,SolidSolid,Yellow,Broken,White
933,0,2,8.0,Driving,True,-52.096,74.655,0.0,89.839,3.5,-50.346,74.65,-53.846,74.66,Broken,White,Solid,White
933,0,1,9.0,Driving,True,-48.599,73.645,0.0,89.839,3.5,-46.849,73.64,-50.349,73.65,SolidSolid,Yellow,Broken,White
933,0,2,9.0,Driving,True,-52.099,73.655,0.0,89.839,3.5,-50.349,73.65,-53.849,73.66,Broken,White,Solid,White
933,0,1,10.0,Driving,True,-48.602,72.645,0.0,89.839,3.5,-46.852,72.64,-50.352,72.65,SolidSolid,Yellow,Broken,White
933,0,2,10.0,Driving,True,-52.102,72.655,0.0,89.839,3.5,-50.352,72.65,-53.852,72.66,Broken,White,Solid,White
933,0,1,11.0,Driving,True,-48.605,71.645,0.0,89.839,3.5,-46.855,71.64,-50.355,71.65,SolidSolid,Yellow,Broken,White
933,0,2,11.0,Driving,True,-52.105,71.655,0.0,89.839,3.5,-50.355,71.65,-53.855,71.66,Broken,White,Solid,White
933,0,1,12.0,Driving,True,-48.608,70.645,0.0,89.839,3.5,-46.858,70.64,-50.358,70.65,SolidSolid,Yellow,Broken,White
933,0,2,12.0,Driving,True,-52.108,70.655,0.0,89.839,3.5,-50.358,70.65,-53.858,70.66,Broken,White,Solid,White
933,0,1,13.0,Driving,True,-48.611,69.645,0.0,89.839,3.5,-46.861,69.64,-50.361,69.65,SolidSolid,Yellow,Broken,White
933,0,2,13.0,Driving,True,-52.111,69.655,0.0,89.839,3.5,-50.361,69.65,-53.86,69.66,Broken,White,Solid,White
933,0,1,14.0,Driving,True,-48.613,68.645,0.0,89.839,3.5,-46.863,68.64,-50.363,68.65,SolidSolid,Yellow,Broken,White
933,0,2,14.0,Driving,True,-52.113,68.655,0.0,89.839,3.5,-50.363,68.65,-53.863,68.66,Broken,White,Solid,White
933,0,1,15.0,Driving,True,-48.616,67.645,0.0,89.839,3.5,-46.866,67.64,-50.366,67.65,SolidSolid,Yellow,Broken,White
933,0,2,15.0,Driving,True,-52.116,67.655,0.0,89.839,3.5,-50.366,67.65,-53.866,67.66,Broken,White,Solid,White
933,0,1,16.0,Driving,True,-48.619,66.645,0.0,89.839,3.5,-46.869,66.64,-50.369,66.65,SolidSolid,Yellow,Broken,White
933,0,2,16.0,Driving,True,-52.119,66.655,0.0,89.839,3.5,-50.369,66.65,-53.869,66.66,Broken,White,Solid,White
933,0,1,17.0,Driving,True,-48.622,65.645,0.0,89.839,3.5,-46.872,65.64,-50.372,65.65,SolidSolid,Yellow,Broken,White
933,0,2,17.0,Driving,True,-52.122,65.655,0.0,89.839,3.5,-50.372,65.65,-53.872,65.66,Broken,White,Solid,White
933,0,1,18.0,Driving,True,-48.625,64.645,0.0,89.839,3.5,-46.875,64.64,-50.375,64.65,SolidSolid,Yellow,Broken,White
933,0,2,18.0,Driving,True,-52.125,64.655,0.0,89.839,3.5,-50.375,64.65,-53.875,64.66,Broken,White,Solid,White
933,0,1,19.0,Driving,True,-48.627,63.645,0.0,89.839,3.5,-46.877,63.64,-50.377,63.65,SolidSolid,Yellow,Broken,White
933,0,2,19.0,Driving,True,-52.127,63.655,0.0,89.839,3.5,-50.377,63.65,-53.877,63.66,Broken,White,Solid,White
933,0,1,20.0,Driving,True,-48.63,62.645,0.0,89.839,3.5,-46.88,62.64,-50.38,62.65,SolidSolid,Yellow,Broken,White
933,0,2,20.0,Driving,True,-52.13,62.655,0.0,89.839,3.5,-50.38,62.65,-53.88,62.66,Broken,White,Solid,White
933,0,1,21.0,Driving,True,-48.633,61.645,0.0,89.839,3.5,-46.883,61.64,-50.383,61.65,SolidSolid,Yellow,Broken,White
933,0,2,21.0,Driving,True,-52.133,61.655,0.0,89.839,3.5,-50.383,61.65,-53.883,61.66,Broken,White,Solid,White
933,0,1,22.0,Driving,True,-48.636,60.645,0.0,89.839,3.5,-46.886,60.64,-50.386,60.65,SolidSolid,Yellow,Broken,White
933,0,2,22.0,Driving,True,-52.136,60.655,0.0,89.839,3.5,-50.386,60.65,-53.886,60.66,Broken,White,Solid,White
933,0,1,23.0,Driving,True,-48.639,59.645,0.0,89.839,3.5,-46.889,59.64,-50.389,59.65,SolidSolid,Yellow,Broken,White
933,0,2,23.0,Driving,True,-52.139,59.655,0.0,89.839,3.5,-50.389,59.65,-53.889,59.66,Broken,White,Solid,White
933,0,1,24.0,Driving,True,-48.641,58.645,0.0,89.839,3.5,-46.891,58.64,-50.391,58.65,SolidSolid,Yellow,Broken,White
933,0,2,24.0,Driving,True,-52.141,58.655,0.0,89.839,3.5,-50.391,58.65,-53.891,58.66,Broken,White,Solid,White
933,0,1,25.0,Driving,True,-48.644,57.645,0.0,89.839,3.5,-46.894,57.64,-50.394,57.65,SolidSolid,Yellow,Broken,White
933,0,2,25.0,Driving,True,-52.144,57.655,0.0,89.839,3.5,-50.394,57.65,-53.894,57.66,Broken,White,Solid,White
933,0,1,26.0,Driving,True,-48.647,56.645,0.0,89.839,3.5,-46.897,56.64,-50.397,56.65,SolidSolid,Yellow,Broken,White
933,0,2,26.0,Driving,True,-52.147,56.655,0.0,89.839,3.5,-50.397,56.65,-53.897,56.66,Broken,White,Solid,White
933,0,1,27.0,Driving,True,-48.65,55.645,0.0,89.839,3.5,-46.9,55.64,-50.4,55.65,SolidSolid,Yellow,Broken,White
933,0,2,27.0,Driving,True,-52.15,55.655,0.0,89.839,3.5,-50.4,55.65,-53.9,55.66,Broken,White,Solid,White
933,0,1,28.0,Driving,True,-48.653,54.645,0.0,89.839,3.5,-46.903,54.64,-50.403,54.65,SolidSolid,Yellow,Broken,White
933,0,2,28.0,Driving,True,-52.153,54.655,0.0,89.839,3.5,-50.403,54.65,-53.903,54.66,Broken,White,Solid,White
933,0,1,29.0,Driving,True,-48.656,53.645,0.0,89.839,3.5,-46.906,53.64,-50.406,53.65,SolidSolid,Yellow,Broken,White
933,0,2,29.0,Driving,True,-52.156,53.655,0.0,89.839,3.5,-50.406,53.65,-53.906,53.66,Broken,White,Solid,White
933,0,1,30.0,Driving,True,-48.658,52.645,0.0,89.839,3.5,-46.908,52.64,-50.408,52.65,SolidSolid,Yellow,Broken,White
933,0,2,30.0,Driving,True,-52.158,52.655,0.0,89.839,3.5,-50.408,52.65,-53.908,52.66,Broken,White,Solid,White
876,0,4,0.0,Driving,True,26.436,16.757,0.0,-179.841,3.5,26.431,18.507,26.441,15.007,Solid,Yellow,Broken,White
876,0,5,0.0,Driving,True,26.445,13.257,0.0,-179.841,3.5,26.441,15.007,26.45,11.507,Broken,White,Solid,White
876,0,4,1.0,Driving,True,27.436,16.76,0.0,-179.841,3.5,27.431,18.51,27.441,15.01,Solid,Yellow,Broken,White
876,0,5,1.0,Driving,True,27.445,13.26,0.0,-179.841,3.5,27.441,15.01,27.45,11.51,Broken,White,Solid,White
876,0,4,2.0,Driving,True,28.436,16.763,0.0,-179.841,3.5,28.431,18.513,28.441,15.013,Solid,Yellow,Broken,White
876,0,5,2.0,Driving,True,28.445,13.263,0.0,-179.841,3.5,28.441,15.013,28.45,11.513,Broken,White,Solid,White
876,0,4,3.0,Driving,True,29.436,16.766,0.0,-179.841,3.5,29.431,18.516,29.441,15.016,Solid,Yellow,Broken,White
876,0,5,3.0,Driving,True,29.445,13.266,0.0,-179.841,3.5,29.441,15.016,29.45,11.516,Broken,White,Solid,White
876,0,4,4.0,Driving,True,30.436,16.769,0.0,-179.841,3.5,30.431,18.519,30.441,15.019,Solid,Yellow,Broken,White
876,0,5,4.0,Driving,True,30.445,13.269,0.0,-179.841,3.5,30.441,15.019,30.45,11.519,Broken,White,Solid,White
876,0,4,5.0,Driving,True,31.436,16.771,0.0,-179.841,3.5,31.431,18.521,31.441,15.021,Solid,Yellow,Broken,White
876,0,5,5.0,Driving,True,31.445,13.271,0.0,-179.841,3.5,31.441,15.021,31.45,11.521,Broken,White,Solid,White
876,0,4,6.0,Driving,True,32.436,16.774,0.0,-179.841,3.5,32.431,18.524,32.441,15.024,Solid,Yellow,Broken,White
876,0,5,6.0,Driving,True,32.445,13.274,0.0,-179.841,3.5,32.441,15.024,32.45,11.524,Broken,White,Solid,White
876,0,4,7.0,Driving,True,33.436,16.777,0.0,-179.841,3.5,33.431,18.527,33.441,15.027,Solid,Yellow,Broken,White
876,0,5,7.0,Driving,True,33.445,13.277,0.0,-179.841,3.5,33.441,15.027,33.45,11.527,Broken,White,Solid,White
876,0,4,8.0,Driving,True,34.436,16.78,0.0,-179.841,3.5,34.431,18.53,34.441,15.03,Solid,Yellow,Broken,White
876,0,5,8.0,Driving,True,34.445,13.28,0.0,-179.841,3.5,34.441,15.03,34.45,11.53,Broken,White,Solid,White
876,0,4,9.0,Driving,True,35.436,16.782,0.0,-179.841,3.5,35.431,18.532,35.441,15.032,Solid,Yellow,Broken,White
876,0,5,9.0,Driving,True,35.445,13.282,0.0,-179.841,3.5,35.441,15.032,35.45,11.532,Broken,White,Solid,White
876,0,4,10.0,Driving,True,36.436,16.785,0.0,-179.841,3.5,36.431,18.535,36.441,15.035,Solid,Yellow,Broken,White
876,0,5,10.0,Driving,True,36.445,13.285,0.0,-179.841,3.5,36.441,15.035,36.45,11.535,Broken,White,Solid,White
876,0,4,11.0,Driving,True,37.436,16.788,0.0,-179.841,3.5,37.431,18.538,37.441,15.038,Solid,Yellow,Broken,White
876,0,5,11.0,Driving,True,37.445,13.288,0.0,-179.841,3.5,37.441,15.038,37.45,11.538,Broken,White,Solid,White
876,0,4,12.0,Driving,True,38.436,16.791,0.0,-179.841,3.5,38.431,18.541,38.441,15.041,Solid,Yellow,Broken,White
876,0,5,12.0,Driving,True,38.445,13.291,0.0,-179.841,3.5,38.441,15.041,38.45,11.541,Broken,White,Solid,White
876,0,4,13.0,Driving,True,39.436,16.794,0.0,-179.841,3.5,39.431,18.544,39.441,15.044,Solid,Yellow,Broken,White
876,0,5,13.0,Driving,True,39.445,13.294,0.0,-179.841,3.5,39.441,15.044,39.45,11.544,Broken,White,Solid,White
876,0,4,14.0,Driving,True,40.436,16.796,0.0,-179.841,3.5,40.431,18.546,40.441,15.046,Solid,Yellow,Broken,White
876,0,5,14.0,Driving,True,40.445,13.296,0.0,-179.841,3.5,40.441,15.046,40.45,11.546,Broken,White,Solid,White
876,0,4,15.0,Driving,True,41.436,16.799,0.0,-179.841,3.5,41.431,18.549,41.441,15.049,Solid,Yellow,Broken,White
876,0,5,15.0,Driving,True,41.445,13.299,0.0,-179.841,3.5,41.441,15.049,41.45,11.549,Broken,White,Solid,White
876,0,4,16.0,Driving,True,42.436,16.802,0.0,-179.841,3.5,42.431,18.552,42.441,15.052,Solid,Yellow,Broken,White
876,0,5,16.0,Driving,True,42.445,13.302,0.0,-179.841,3.5,42.441,15.052,42.45,11.552,Broken,White,Solid,White
876,0,4,17.0,Driving,True,43.436,16.805,0.0,-179.841,3.5,43.431,18.555,43.441,15.055,Solid,Yellow,Broken,White
876,0,5,17.0,Driving,True,43.445,13.305,0.0,-179.841,3.5,43.441,15.055,43.45,11.555,Broken,White,Solid,White
876,0,4,18.0,Driving,True,44.436,16.807,0.0,-179.841,3.5,44.431,18.557,44.441,15.057,Solid,Yellow,Broken,White
876,0,5,18.0,Driving,True,44.445,13.307,0.0,-179.841,3.5,44.441,15.057,44.45,11.557,Broken,White,Solid,White
876,0,4,19.0,Driving,True,45.436,16.81,0.0,-179.841,3.5,45.431,18.56,45.441,15.06,Solid,Yellow,Broken,White
876,0,5,19.0,Driving,True,45.445,13.31,0.0,-179.841,3.5,45.441,15.06,45.45,11.56,Broken,White,Solid,White
876,0,4,20.0,Driving,True,46.436,16.813,0.0,-179.841,3.5,46.431,18.563,46.441,15.063,Solid,Yellow,Broken,White
876,0,5,20.0,Driving,True,46.445,13.313,0.0,-179.841,3.5,46.441,15.063,46.45,11.563,Broken,White,Solid,White
876,0,4,21.0,Driving,True,47.436,16.816,0.0,-179.841,3.5,47.431,18.566,47.441,15.066,Solid,Yellow,Broken,White
876,0,5,21.0,Driving,True,47.445,13.316,0.0,-179.841,3.5,47.441,15.066,47.45,11.566,Broken,White,Solid,White
876,0,4,22.0,Driving,True,48.436,16.819,0.0,-179.841,3.5,48.431,18.569,48.44,15.069,Solid,Yellow,Broken,White
876,0,5,22.0,Driving,True,48.445,13.319,0.0,-179.841,3.5,48.44,15.069,48.45,11.569,Broken,White,Solid,White
876,0,4,23.0,Driving,True,49.436,16.821,0.0,-179.841,3.5,49.431,18.571,49.44,15.071,Solid,Yellow,Broken,White
876,0,5,23.0,Driving,True,49.445,13.321,0.0,-179.841,3.5,49.44,15.071,49.45,11.571,Broken,White,Solid,White
876,0,4,24.0,Driving,True,50.436,16.824,0.0,-179.841,3.5,50.431,18.574,50.44,15.074,Solid,Yellow,Broken,White
876,0,5,24.0,Driving,True,50.445,13.324,0.0,-179.841,3.5,50.44,15.074,50.45,11.574,Broken,White,Solid,White
876,0,4,25.0,Driving,True,51.436,16.827,0.0,-179.841,3.5,51.431,18.577,51.44,15.077,Solid,Yellow,Broken,White
876,0,5,25.0,Driving,True,51.445,13.327,0.0,-179.841,3.5,51.44,15.077,51.45,11.577,Broken,White,Solid,White
876,0,4,26.0,Driving,True,52.436,16.83,0.0,-179.841,3.5,52.431,18.58,52.44,15.08,Solid,Yellow,Broken,White
876,0,5,26.0,Driving,True,52.445,13.33,0.0,-179.841,3.5,52.44,15.08,52.45,11.58,Broken,White,Solid,White
876,0,4,27.0,Driving,True,53.436,16.832,0.0,-179.841,3.5,53.431,18.582,53.44,15.082,Solid,Yellow,Broken,White
876,0,5,27.0,Driving,True,53.445,13.332,0.0,-179.841,3.5,53.44,15.082,53.45,11.582,Broken,White,Solid,White
876,0,4,28.0,Driving,True,54.436,16.835,0.0,-179.841,3.5,54.431,18.585,54.44,15.085,Solid,Yellow,Broken,White
876,0,5,28.0,Driving,True,54.445,13.335,0.0,-179.841,3.5,54.44,15.085,54.45,11.585,Broken,White,Solid,White
876,0,4,29.0,Driving,True,55.436,16.838,0.0,-179.841,3.5,55.431,18.588,55.44,15.088,Solid,Yellow,Broken,White
876,0,5,29.0,Driving,True,55.445,13.338,0.0,-179.841,3.5,55.44,15.088,55.45,11.588,Broken,White,Solid,White
876,0,4,30.0,Driving,True,56.436,16.841,0.0,-179.841,3.5,56.431,18.591,56.44,15.091,Solid,Yellow,Broken,White
876,0,5,30.0,Driving,True,56.445,13.341,0.0,-179.841,3.5,56.44,15.091,56.45,11.591,Broken,White,Solid,White
875,0,-2,0.0,Driving,True,26.404,28.257,0.0,-359.841,3.5,26.409,26.507,26.399,30.007,Broken,White,Solid,White
875,0,-1,0.0,Driving,True,26.413,24.757,0.0,-359.841,3.5,26.418,23.007,26.409,26.507,Solid,Yellow,Broken,White
875,0,-2,1.0,Driving,True,27.404,28.26,0.0,-359.841,3.5,27.409,26.51,27.399,30.01,Broken,White,Solid,White
875,0,-1,1.0,Driving,True,27.413,24.76,0.0,-359.841,3.5,27.418,23.01,27.409,26.51,Solid,Yellow,Broken,White
875,0,-2,2.0,Driving,True,28.404,28.263,0.0,-359.841,3.5,28.409,26.513,28.399,30.013,Broken,White,NONE,White
875,0,-1,2.0,Driving,True,28.413,24.763,0.0,-359.841,3.5,28.418,23.013,28.409,26.513,Solid,Yellow,Broken,White
875,0,-2,3.0,Driving,True,29.404,28.266,0.0,-359.841,3.5,29.409,26.516,29.399,30.016,Broken,White,NONE,White
875,0,-1,3.0,Driving,True,29.413,24.766,0.0,-359.841,3.5,29.418,23.016,29.409,26.516,Solid,Yellow,Broken,White
875,0,-2,4.0,Driving,True,30.404,28.269,0.0,-359.841,3.5,30.409,26.519,30.399,30.019,Broken,White,NONE,White
875,0,-1,4.0,Driving,True,30.413,24.769,0.0,-359.841,3.5,30.418,23.019,30.409,26.519,Solid,Yellow,Broken,White
875,0,-2,5.0,Driving,True,31.404,28.271,0.0,-359.841,3.5,31.409,26.521,31.399,30.021,Broken,White,NONE,White
875,0,-1,5.0,Driving,True,31.413,24.771,0.0,-359.841,3.5,31.418,23.021,31.409,26.521,Solid,Yellow,Broken,White
875,0,-2,6.0,Driving,True,32.404,28.274,0.0,-359.841,3.5,32.409,26.524,32.399,30.024,Broken,White,NONE,White
875,0,-1,6.0,Driving,True,32.413,24.774,0.0,-359.841,3.5,32.418,23.024,32.409,26.524,Solid,Yellow,Broken,White
875,0,-2,7.0,Driving,True,33.404,28.277,0.0,-359.841,3.5,33.409,26.527,33.399,30.027,Broken,White,NONE,White
875,0,-1,7.0,Driving,True,33.413,24.777,0.0,-359.841,3.5,33.418,23.027,33.409,26.527,Solid,Yellow,Broken,White
875,0,-2,8.0,Driving,True,34.404,28.28,0.0,-359.841,3.5,34.409,26.53,34.399,30.03,Broken,White,NONE,White
875,0,-1,8.0,Driving,True,34.413,24.78,0.0,-359.841,3.5,34.418,23.03,34.409,26.53,Solid,Yellow,Broken,White
875,0,-2,9.0,Driving,True,35.404,28.282,0.0,-359.841,3.5,35.409,26.532,35.399,30.032,Broken,White,NONE,White
875,0,-1,9.0,Driving,True,35.413,24.782,0.0,-359.841,3.5,35.418,23.032,35.409,26.532,Solid,Yellow,Broken,White
875,0,-2,10.0,Driving,True,36.404,28.285,0.0,-359.841,3.5,36.409,26.535,36.399,30.035,Broken,White,NONE,White
875,0,-1,10.0,Driving,True,36.413,24.785,0.0,-359.841,3.5,36.418,23.035,36.409,26.535,Solid,Yellow,Broken,White
875,0,-2,11.0,Driving,True,37.404,28.288,0.0,-359.841,3.5,37.409,26.538,37.399,30.038,Broken,White,NONE,White
875,0,-1,11.0,Driving,True,37.413,24.788,0.0,-359.841,3.5,37.418,23.038,37.409,26.538,Solid,Yellow,Broken,White
875,0,-2,12.0,Driving,True,38.404,28.291,0.0,-359.841,3.5,38.409,26.541,38.399,30.041,NONE,White,NONE,White
875,0,-1,12.0,Driving,True,38.413,24.791,0.0,-359.841,3.5,38.418,23.041,38.409,26.541,Solid,Yellow,NONE,White
875,0,-2,13.0,Driving,True,39.404,28.294,0.0,-359.841,3.5,39.409,26.544,39.399,30.044,NONE,White,NONE,White
875,0,-1,13.0,Driving,True,39.413,24.794,0.0,-359.841,3.5,39.418,23.044,39.409,26.544,Solid,Yellow,NONE,White
875,0,-2,14.0,Driving,True,40.404,28.296,0.0,-359.841,3.5,40.409,26.546,40.399,30.046,NONE,White,NONE,White
875,0,-1,14.0,Driving,True,40.413,24.796,0.0,-359.841,3.5,40.418,23.046,40.409,26.546,Solid,Yellow,NONE,White
875,0,-2,15.0,Driving,True,41.404,28.299,0.0,-359.841,3.5,41.409,26.549,41.399,30.049,NONE,White,NONE,White
875,0,-1,15.0,Driving,True,41.413,24.799,0.0,-359.841,3.5,41.418,23.049,41.409,26.549,Solid,Yellow,NONE,White
875,0,-2,16.0,Driving,True,42.404,28.302,0.0,-359.841,3.5,42.409,26.552,42.399,30.052,NONE,White,NONE,White
875,0,-1,16.0,Driving,True,42.413,24.802,0.0,-359.841,3.5,42.418,23.052,42.409,26.552,Solid,Yellow,NONE,White
875,0,-2,17.0,Driving,True,43.404,28.305,0.0,-359.841,3.5,43.409,26.555,43.399,30.055,NONE,White,NONE,White
875,0,-1,17.0,Driving,True,43.413,24.805,0.0,-359.841,3.5,43.418,23.055,43.409,26.555,Solid,Yellow,NONE,White
875,0,-2,18.0,Driving,True,44.404,28.307,0.0,-359.841,3.5,44.409,26.557,44.399,30.057,NONE,White,NONE,White
875,0,-1,18.0,Driving,True,44.413,24.807,0.0,-359.841,3.5,44.418,23.057,44.409,26.557,Solid,Yellow,NONE,White
875,0,-2,19.0,Driving,True,45.404,28.31,0.0,-359.841,3.5,45.409,26.56,45.399,30.06,Broken,White,NONE,White
875,0,-1,19.0,Driving,True,45.413,24.81,0.0,-359.841,3.5,45.418,23.06,45.409,26.56,Solid,Yellow,Broken,White
875,0,-2,20.0,Driving,True,46.404,28.313,0.0,-359.841,3.5,46.409,26.563,46.399,30.063,Broken,White,NONE,White
875,0,-1,20.0,Driving,True,46.413,24.813,0.0,-359.841,3.5,46.418,23.063,46.409,26.563,Solid,Yellow,Broken,White
875,0,-2,21.0,Driving,True,47.404,28.316,0.0,-359.841,3.5,47.409,26.566,47.399,30.066,Broken,White,NONE,White
875,0,-1,21.0,Driving,True,47.413,24.816,0.0,-359.841,3.5,47.418,23.066,47.409,26.566,Solid,Yellow,Broken,White
875,0,-2,22.0,Driving,True,48.404,28.319,0.0,-359.841,3.5,48.409,26.569,48.399,30.069,Broken,White,NONE,White
875,0,-1,22.0,Driving,True,48.413,24.819,0.0,-359.841,3.5,48.418,23.069,48.409,26.569,Solid,Yellow,Broken,White
875,0,-2,23.0,Driving,True,49.404,28.321,0.0,-359.841,3.5,49.409,26.571,49.399,30.071,Broken,White,NONE,White
875,0,-1,23.0,Driving,True,49.413,24.821,0.0,-359.841,3.5,49.418,23.071,49.409,26.571,Solid,Yellow,Broken,White
875,0,-2,24.0,Driving,True,50.404,28.324,0.0,-359.841,3.5,50.409,26.574,50.399,30.074,Broken,White,NONE,White
875,0,-1,24.0,Driving,True,50.413,24.824,0.0,-359.841,3.5,50.418,23.074,50.409,26.574,Solid,Yellow,Broken,White
875,0,-2,25.0,Driving,True,51.404,28.327,0.0,-359.841,3.5,51.409,26.577,51.399,30.077,Broken,White,NONE,White
875,0,-1,25.0,Driving,True,51.413,24.827,0.0,-359.841,3.5,51.418,23.077,51.409,26.577,Solid,Yellow,Broken,White
